31-10-2015,73791
01-11-2015,68205
02-11-2015,56507
03-11-2015,58039
04-11-2015,47889
05-11-2015,49127
06-11-2015,49538
07-11-2015,72240
08-11-2015,63666
09-11-2015,49389
10-11-2015,58253
11-11-2015,48879
12-11-2015,56481
13-11-2015,65673
14-11-2015,74027
15-11-2015,72772
16-11-2015,57740
17-11-2015,33047
18-11-2015,45213
19-11-2015,42551
20-11-2015,44476
21-11-2015,59414
22-11-2015,59414
23-11-2015,56407
24-11-2015,51750
25-11-2015,44182
26-11-2015,46700
27-11-2015,53798
28-11-2015,66922
29-11-2015,62537
30-11-2015,54410
01-12-2015,45160
02-12-2015,47548
03-12-2015,41706
04-12-2015,43227
05-12-2015,59697
06-12-2015,62116
07-12-2015,57742
08-12-2015,52807
09-12-2015,53125
10-12-2015,51639
11-12-2015,56110
12-12-2015,70074
13-12-2015,79075
14-12-2015,60277
15-12-2015,56436
16-12-2015,54370
17-12-2015,69087
18-12-2015,53641
19-12-2015,71849
20-12-2015,62938
21-12-2015,83103
22-12-2015,80840
23-12-2015,61990
24-12-2015,67358
25-12-2015,62431
26-12-2015,87207
27-12-2015,85572
28-12-2015,77477
29-12-2015,70047
30-12-2015,60769
31-12-2015,63565
01-01-2016,65989
02-01-2016,68413
03-01-2016,70837
04-01-2016,62377
05-01-2016,63573
06-01-2016,53985
07-01-2016,53577
08-01-2016,54045
09-01-2016,77350
10-01-2016,69677
11-01-2016,58889
12-01-2016,59203
13-01-2016,50007
14-01-2016,57517
15-01-2016,65028
16-01-2016,89127
17-01-2016,90041
18-01-2016,69655
19-01-2016,67367
20-01-2016,62506
21-01-2016,56834
22-01-2016,58217
23-01-2016,75048
24-01-2016,79781
25-01-2016,76277
26-01-2016,75609
27-01-2016,55692
28-01-2016,53512
29-01-2016,56260
30-01-2016,75554
31-01-2016,69070
01-02-2016,54794
02-02-2016,56989
03-02-2016,51257
04-02-2016,54026
05-02-2016,54450
06-02-2016,77490
07-02-2016,73056
08-02-2016,54574
09-02-2016,53437
10-02-2016,60399
11-02-2016,59602
12-02-2016,62857
13-02-2016,76015
14-02-2016,100659
15-02-2016,70947
16-02-2016,64410
17-02-2016,62310
18-02-2016,58657
19-02-2016,62676
20-02-2016,81157
21-02-2016,81477
22-02-2016,68310
23-02-2016,58651
24-02-2016,54817
25-02-2016,57654
26-02-2016,59854
27-02-2016,81287
28-02-2016,82078
29-02-2016,65211
01-03-2016,60814
02-03-2016,56392
03-03-2016,53966
04-03-2016,59097
05-03-2016,76753
06-03-2016,80922
07-03-2016,65599
08-03-2016,41695
09-03-2016,38442
10-03-2016,51175
11-03-2016,61083
12-03-2016,75339
13-03-2016,84507
14-03-2016,70010
15-03-2016,59189
16-03-2016,56197
17-03-2016,59086
18-03-2016,60431
19-03-2016,56197
20-03-2016,80715
21-03-2016,66656
22-03-2016,68607
23-03-2016,63187
24-03-2016,69046
25-03-2016,62577
26-03-2016,82041
27-03-2016,89744
28-03-2016,68054
29-03-2016,65815
30-03-2016,62921
31-03-2016,60027
01-04-2016,57133
02-04-2016,76931
03-04-2016,78143
04-04-2016,69044
05-04-2016,60796
06-04-2016,57657
07-04-2016,52894
08-04-2016,58545
09-04-2016,73137
10-04-2016,82436
11-04-2016,66692
12-04-2016,62287
13-04-2016,64386
14-04-2016,70520
15-04-2016,71357
16-04-2016,77619
17-04-2016,79646
18-04-2016,62407
19-04-2016,65600
20-04-2016,56069
21-04-2016,60804
22-04-2016,66493
23-04-2016,77428
24-04-2016,79424
25-04-2016,70269
26-04-2016,68363
27-04-2016,62997
28-04-2016,66658
29-04-2016,68418
30-04-2016,82347
01-05-2016,84128
02-05-2016,84128
03-05-2016,72087
04-05-2016,72067
05-05-2016,72279
06-05-2016,70969
07-05-2016,81097
08-05-2016,81417
09-05-2016,76757
10-05-2016,75277
11-05-2016,71185
12-05-2016,71995
13-05-2016,74350
14-05-2016,74350
15-05-2016,89027
16-05-2016,83001
17-05-2016,78090
18-05-2016,78090
19-05-2016,73285
20-05-2016,75148
21-05-2016,88077
22-05-2016,87023
23-05-2016,85365
24-05-2016,82939
25-05-2016,81720
26-05-2016,83116
27-05-2016,83567
28-05-2016,64405
29-05-2016,103384
30-05-2016,89307
31-05-2016,84746
01-06-2016,77237
02-06-2016,78077
03-06-2016,80448
04-06-2016,101015
05-06-2016,100080
06-06-2016,82347
07-06-2016,74634
08-06-2016,77906
09-06-2016,75771
10-06-2016,82625
11-06-2016,96799
12-06-2016,100625
13-06-2016,91197
14-06-2016,79388
15-06-2016,79388
16-06-2016,74356
17-06-2016,80547
18-06-2016,94392
19-06-2016,94382
20-06-2016,85200
21-06-2016,77047
22-06-2016,78680
23-06-2016,70116
24-06-2016,73128
25-06-2016,91846
26-06-2016,86622
27-06-2016,85079
28-06-2016,75850
29-06-2016,75850
30-06-2016,75850
01-07-2016,67656
02-07-2016,82530
03-07-2016,84049
04-07-2016,72061
05-07-2016,64573
06-07-2016,66155
07-07-2016,74555
08-07-2016,87641
09-07-2016,87641
10-07-2016,95714
11-07-2016,73952
12-07-2016,71495
13-07-2016,68345
14-07-2016,69197
15-07-2016,67087
16-07-2016,81555
17-07-2016,92627
18-07-2016,89020
19-07-2016,76072
20-07-2016,73357
21-07-2016,73872
22-07-2016,72603
23-07-2016,85717
24-07-2016,88457
25-07-2016,74953
26-07-2016,71333
27-07-2016,68458
28-07-2016,66135
29-07-2016,66377
30-07-2016,82518
31-07-2016,84364
01-08-2016,67247
02-08-2016,66425
03-08-2016,57804
04-08-2016,68407
05-08-2016,70724
06-08-2016,85807
07-08-2016,83377
08-08-2016,72065
09-08-2016,68734
10-08-2016,68345
11-08-2016,66213
12-08-2016,70125
13-08-2016,82037
14-08-2016,104023
15-08-2016,97034
16-08-2016,80127
17-08-2016,70504
18-08-2016,67787
19-08-2016,67787
20-08-2016,80518
21-08-2016,89669
22-08-2016,83094
23-08-2016,76021
24-08-2016,72661
25-08-2016,67261
26-08-2016,75738
27-08-2016,84283
28-08-2016,87037
29-08-2016,80781
30-08-2016,66506
31-08-2016,56826
01-09-2016,56005
02-09-2016,56197
03-09-2016,76137
04-09-2016,85392
05-09-2016,74308
06-09-2016,72715.5
07-09-2016,71123
08-09-2016,69530.5
09-09-2016,67938
10-09-2016,85435
11-09-2016,91200
12-09-2016,86567
13-09-2016,78546
14-09-2016,68574
15-09-2016,69697
16-09-2016,67605
17-09-2016,89260
18-09-2016,93657
19-09-2016,73171
20-09-2016,66453
21-09-2016,58757
22-09-2016,64464
23-09-2016,67778
24-09-2016,84787
25-09-2016,90007
26-09-2016,77856
27-09-2016,80657
28-09-2016,77369
